year,ls_number,name,party,gender,portfolio,rank,appointment_begin,appointment_end,house,constituency,pid,State,start_source,end_source,comments,type_begin,type_end
1999,13,SUMITRA MAHAJAN,BJP,F,Petroleum,MoS,24/05/03,22/05/04,Lok Sabha,INDORE,13_Madhya_Pradesh_37_0_1,Madhya_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1719.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1469.pdf,,mid_term,end_of_term
1999,13,SUNDERLAL PATWA,BJP,M,Rural Development,CM,13/10/99,30/09/00,Lok Sabha,HOSHANGABAD,13_Madhya_Pradesh_29_0_1,Madhya_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1751.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1673.pdf,,start_of_term,mid_term
1999,13,SUNDERLAL PATWA,BJP,M,Agriculture,CM,06/03/00,27/05/00,Lok Sabha,HOSHANGABAD,13_Madhya_Pradesh_29_0_1,Madhya_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1663.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1666.pdf,,mid_term,mid_term
1999,13,SUNDERLAL PATWA,BJP,M,Chemicals and Fertilizers,CM,30/09/00,07/11/00,Lok Sabha,HOSHANGABAD,13_Madhya_Pradesh_29_0_1,Madhya_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1673.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1677.pdf,,mid_term,mid_term
1999,13,SUNDERLAL PATWA,BJP,M,Mines,CM,07/11/00,01/09/01,Lok Sabha,HOSHANGABAD,13_Madhya_Pradesh_29_0_1,Madhya_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1677.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1689.pdf,,mid_term,mid_term
2004,14,SUNIL DUTT,INC,M,Youth Affairs and Sports,CM,22/05/04,25/05/05,Lok Sabha,MUMBAI NORTH WEST,14_Maharashtra_8_0_1,Maharashtra,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1472.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1765.pdf,,start_of_term,mid_term
1996,11,SURAJ BHAN,BJP,M,Agriculture,CM,16/05/96,01/06/96,Lok Sabha,AMBALA,11_Haryana_1_0_1,Haryana,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1608.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1610.pdf,,start_of_term,mid_term
1991,10,SURESH KALMADI,INC,M,Railways,MoS,15/09/95,16/05/96,Rajya Sabha,NA,NA ,Maharashtra,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1591.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1607.pdf,,mid_term,end_of_term
2004,14,SURESH PACHAURI,INC,M,Parliamentary Affairs,MoS,22/05/04,06/04/08,Rajya Sabha,NA,NA ,Madhya_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1472.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1486.pdf,,start_of_term,mid_term
2004,14,SURESH PACHAURI,INC,M,"Personnel, Personal Grievances, and Pensions",MoS,22/05/04,06/04/08,Rajya Sabha,NA,NA ,Madhya_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1472.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1486.pdf,,start_of_term,mid_term
1991,10,SURESH PACHOURI,INC,M,Defence,MoS,15/09/95,16/05/96,Rajya Sabha,NA,NA ,Madhya_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1591.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1607.pdf,,mid_term,end_of_term
1996,11,SURESH PRABHU,SHS,M,Industry,CM,16/05/96,01/06/96,Lok Sabha,RAJAPUR,11_Maharashtra_1_0_1,Maharashtra,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1608.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1610.pdf,,start_of_term,mid_term
1998,12,SURESH PRABHU,SHS,M,Environment and Forests,CM,19/03/98,13/10/99,Lok Sabha,RAJAPUR,12_Maharashtra_1_0_1,Maharashtra,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1639.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1750.pdf,,start_of_term,end_of_term
1999,13,SURESH PRABHU,SHS,M,Chemicals and Fertilizers,CM,13/10/99,30/09/00,Lok Sabha,RAJAPUR,13_Maharashtra_1_0_1,Maharashtra,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1751.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1673.pdf,,start_of_term,mid_term
1999,13,SURESH PRABHU,SHS,M,Power,CM,30/09/00,24/08/02,Lok Sabha,RAJAPUR,13_Maharashtra_1_0_1,Maharashtra,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1673.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1705.pdf,,mid_term,mid_term
1999,13,SURESH PRABHU,SHS,M,Heavy Industries and Public Enterprises,CM,09/05/02,01/07/02,Lok Sabha,RAJAPUR,13_Maharashtra_1_0_1,Maharashtra,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1699.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1704.pdf,,mid_term,mid_term
2014,16,DR. MAHESH SHARMA,BJP,M,Tourism,MoS(IC),09/11/14,03/09/17,Lok Sabha,GAUTAM BUDDHA NAGAR,16_Uttar_Pradesh_13_0_1,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_10.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1269.pdf,,mid_term,mid_term
2014,16,SHRIPAD YESSO NAIK,BJP,M,Tourism,MoS(IC),27/05/14,09/11/14,Lok Sabha,NORTH GOA,16_Goa_1_0_1,Goa,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1782.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_10.pdf,,start_of_term,mid_term
2014,16,JASWANTSINH SUMANBHAI BHABHOR,BJP,M,Tribal Affairs,MoS,05/07/16,30/05/19,Lok Sabha,DAHOD,16_Gujarat_19_0_1,Gujarat,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_6.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1856.pdf,,mid_term,end_of_term
2014,16,MANSUKHBHAI DHANJIBHAI VASAVA,BJP,M,Tribal Affairs,MoS,27/05/14,05/07/16,Lok Sabha,BHARUCH,16_Gujarat_22_0_1,Gujarat,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1782.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_7.pdf,,start_of_term,mid_term
1998,12,SURJIT SINGH BARNALA,SAD,M,Chemicals and Fertilizers,CM,19/03/98,13/10/99,Lok Sabha,SANGRUR,12_Punjab_10_0_1,Punjab,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1639.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1750.pdf,,start_of_term,end_of_term
1998,12,SURJIT SINGH BARNALA,SAD,M,Food,CM,19/03/98,13/10/99,Lok Sabha,SANGRUR,12_Punjab_10_0_1,Punjab,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1639.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1750.pdf,,start_of_term,end_of_term
2004,14,SURYAKANTA PATIL,NCP,M,Rural Development,MoS,22/05/04,22/05/09,Lok Sabha,HINGOLI,14_Maharashtra_29_0_1,Maharashtra,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1472.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1454.pdf,,start_of_term,end_of_term
2004,14,SURYAKANTA PATIL,NCP,M,Parliamentary Affairs,MoS,22/05/04,22/05/09,Lok Sabha,HINGOLI,14_Maharashtra_29_0_1,Maharashtra,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1472.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1454.pdf,,start_of_term,end_of_term
2009,15,SUSHIL KUMAR SHINDE,INC,M,Power,CM,28/05/09,31/07/12,Lok Sabha,SOLAPUR,15_Maharashtra_42_0_1,Maharashtra,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_935.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_888.pdf,,start_of_term,mid_term
2009,15,SUSHIL KUMAR SHINDE,INC,M,Home Affairs,CM,31/07/12,26/05/14,Lok Sabha,SOLAPUR,15_Maharashtra_42_0_1,Maharashtra,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_888.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1444.pdf,,mid_term,end_of_term
2004,14,SUSHIL KUMAR SHINDE,INC,M,Power,CM,29/01/06,22/05/09,Rajya Sabha,NA,NA,Maharashtra,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1477.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1454.pdf,,mid_term,end_of_term
1996,11,SUSHMA SWARAJ,BJP,F,Information and Broadcasting,CM,16/05/96,01/06/96,Lok Sabha,SOUTH DELHI,11_Delhi_2_0_1,Delhi,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1608.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1610.pdf,,start_of_term,mid_term
1998,12,SUSHMA SWARAJ,BJP,F,Information and Broadcasting,CM,19/03/98,11/10/98,Lok Sabha,SOUTH DELHI,12_Delhi_2_0_1,Delhi,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1639.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1644.pdf,,start_of_term,mid_term
1998,12,SUSHMA SWARAJ,BJP,F,Communications,CM,20/04/98,11/10/98,Lok Sabha,SOUTH DELHI,12_Delhi_2_0_1,Delhi,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1642.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1644.pdf,,mid_term,mid_term
2014,16,SUDARSHAN BHAGAT,BJP,M,Tribal Affairs,MoS,03/09/17,30/05/19,Lok Sabha,LOHARDAGA,16_Jharkhand_12_0_1,Jharkhand,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1269.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1856.pdf,,mid_term,end_of_term
2014,16,JUAL ORAM,BJP,M,Tribal Affairs,CM,27/05/14,30/05/19,Lok Sabha,SUNDARGARH,16_Odisha_2_0_1,Odisha,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1782.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1856.pdf,,start_of_term,end_of_term
1999,13,SUSHMA SWARAJ,BJP,F,Information and Broadcasting,CM,30/09/00,29/01/03,Rajya Sabha,NA,NA ,Uttarakhand,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1673.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1712.pdf,,mid_term,mid_term
1999,13,SUSHMA SWARAJ,BJP,F,Health and Family Welfare,CM,29/01/03,22/05/04,Rajya Sabha,NA,NA ,Uttarakhand,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1712.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1469.pdf,,mid_term,end_of_term
1999,13,SUSHMA SWARAJ,BJP,F,Parliamentary Affairs,CM,29/01/03,22/05/04,Rajya Sabha,NA,NA ,Uttarakhand,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1712.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1469.pdf,,mid_term,end_of_term
1999,13,SWAMI CHINMAYANAND,BJP,M,Home Affairs,MoS,24/05/03,22/05/04,Lok Sabha,JAUNPUR,13_Uttar_Pradesh_48_0_1,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1719.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1469.pdf,,mid_term,end_of_term
1999,13,SYED SHAHNAWAZ HUSSAIN,BJP,M,Food Processing Industries,MoS,13/10/99,27/05/00,Lok Sabha,KISHANGANJ,13_Bihar_23_0_1,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1751.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1666.pdf,,start_of_term,mid_term
1999,13,SYED SHAHNAWAZ HUSSAIN,BJP,M,Youth Affairs and Sports,MoS,27/05/00,30/09/00,Lok Sabha,KISHANGANJ,13_Bihar_23_0_1,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1666.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1673.pdf,,mid_term,mid_term
1999,13,SYED SHAHNAWAZ HUSSAIN,BJP,M,Human Resource Development,MoS,30/09/00,08/02/01,Lok Sabha,KISHANGANJ,13_Bihar_23_0_1,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1673.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1680.pdf,,mid_term,mid_term
1999,13,SYED SHAHNAWAZ HUSSAIN,BJP,M,Coal,MoS(IC),08/02/01,01/09/01,Lok Sabha,KISHANGANJ,13_Bihar_23_0_1,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1680.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1690.pdf,,mid_term,mid_term
1999,13,SYED SHAHNAWAZ HUSSAIN,BJP,M,Civil Aviation,CM,01/09/01,24/05/03,Lok Sabha,KISHANGANJ,13_Bihar_23_0_1,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1690.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1719.pdf,,mid_term,mid_term
1999,13,SYED SHAHNAWAZ HUSSAIN,BJP,M,Textiles,CM,24/05/03,22/05/04,Lok Sabha,KISHANGANJ,13_Bihar_23_0_1,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1719.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1469.pdf,,mid_term,end_of_term
1991,10,SYED SIBTEY RAZI,INC,M,Home Affairs,MoS,15/09/95,16/05/96,Rajya Sabha,NA,NA ,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1591.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1607.pdf,,mid_term,end_of_term
1996,11,T. G. VENKATRAMAN,DMK,M,Surface Transport,CM,01/06/96,21/04/97,Lok Sabha,TINDIVANAM,11_Tamil_Nadu_10_0_1,Tamil_Nadu,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1612.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1622.pdf,,mid_term,mid_term
1996,11,T. G. VENKATRAMAN,DMK,M,Surface Transport,CM,21/04/97,19/03/98,Lok Sabha,TINDIVANAM,11_Tamil_Nadu_10_0_1,Tamil_Nadu,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1623.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1637.pdf,,mid_term,end_of_term
1996,11,T. R. BAALU,DMK,M,Petroleum and Natural Gas,MoS,06/07/96,21/04/97,Lok Sabha,MADRAS SOUTH,11_Tamil_Nadu_3_0_1,Tamil_Nadu,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1616.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1622.pdf,,mid_term,mid_term
1996,11,T. R. BAALU,DMK,M,Petroleum and Natural Gas,MoS,21/04/97,19/03/98,Lok Sabha,MADRAS SOUTH,11_Tamil_Nadu_3_0_1,Tamil_Nadu,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1623.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1637.pdf,,mid_term,end_of_term
1996,11,T. R. BAALU,DMK,M,Non-Conventional Energy Sources,MoS,10/01/98,19/03/98,Lok Sabha,MADRAS SOUTH,11_Tamil_Nadu_3_0_1,Tamil_Nadu,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1635.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1637.pdf,,mid_term,end_of_term
2004,14,T. SUBBARAMY REDDY,INC,M,Minister Without Portfolio,MoS,29/01/06,31/01/06,Rajya Sabha,NA,NA ,Andhra_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1477.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1479.pdf,,mid_term,mid_term
2004,14,T. SUBBARAMY REDDY,INC,M,Mines,MoS,31/01/06,06/04/08,Rajya Sabha,NA,NA ,Andhra_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1479.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1486.pdf,,mid_term,mid_term
1999,13,T.H. CHAOBA SINGH,MSCP,M,"Culture, Youth Affairs and Sports",MoS,13/10/99,02/02/00,Lok Sabha,INNER MANIPUR,13_Manipur_1_0_1,Manipur,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1751.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1660.pdf,,start_of_term,mid_term
1999,13,T.H. CHAOBA SINGH,MSCP,M,Youth Affairs and Sports,MoS,02/02/00,27/05/00,Lok Sabha,INNER MANIPUR,13_Manipur_1_0_1,Manipur,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1660.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1666.pdf,,mid_term,mid_term
1999,13,T.H. CHAOBA SINGH,MSCP,M,"Food Processing Industries, Agriculture",MoS,27/05/00,01/09/01,Lok Sabha,INNER MANIPUR,13_Manipur_1_0_1,Manipur,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1666.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1689.pdf,,mid_term,mid_term
2004,14,T.R. BAALU,DMK,M,Road Transport and Highways,CM,22/05/04,22/05/09,Rajya Sabha,NA,NA ,Tamil_Nadu,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1472.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1454.pdf,,start_of_term,end_of_term
2004,14,T.R. BAALU,DMK,M,Shipping,CM,25/05/04,22/05/09,Rajya Sabha,NA,NA ,Tamil_Nadu,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1473.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1454.pdf,,start_of_term,end_of_term
1999,13,T.R. BALU,DMK,M,Environment and Forests,CM,13/10/99,21/12/03,Rajya Sabha,NA,NA ,Tamil_Nadu,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1751.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1725.pdf,,start_of_term,mid_term
1999,13,TAPAN SIKDAR,BJP,M,Communications,MoS,13/10/99,11/01/02,Lok Sabha,DUM DUM,13_West_Bengal_20_0_1,West_Bengal,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1751.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1697.pdf,,start_of_term,mid_term
1999,13,TAPAN SIKDAR,BJP,M,Communications and Information Technology,MoS,11/01/02,01/07/02,Lok Sabha,DUM DUM,13_West_Bengal_20_0_1,West_Bengal,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1697.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1704.pdf,,mid_term,mid_term
1999,13,TAPAN SIKDAR,BJP,M,Chemicals and Fertilizers,MoS,01/07/02,29/01/03,Lok Sabha,DUM DUM,13_West_Bengal_20_0_1,West_Bengal,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1704.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1712.pdf,,mid_term,mid_term
1999,13,TAPAN SIKDAR,BJP,M,Small-Scale Industry,MoS,29/01/03,22/05/04,Lok Sabha,DUM DUM,13_West_Bengal_20_0_1,West_Bengal,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1712.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1469.pdf,,mid_term,end_of_term
1999,13,TAPAN SIKDAR,BJP,M,Development of North Eastern Region,MoS,29/01/03,22/05/04,Lok Sabha,DUM DUM,13_West_Bengal_20_0_1,West_Bengal,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1712.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1469.pdf,,mid_term,end_of_term
2009,15,TARIQ ANWAR,NCP,M,Agriculture,MoS,28/10/12,26/05/14,Rajya Sabha,NA,NA ,Maharashtra,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_874.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1444.pdf,,mid_term,end_of_term
2009,15,TARIQ ANWAR,NCP,M,Food Processing Industries,MoS,28/10/12,26/05/14,Rajya Sabha,NA,NA ,Maharashtra,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_874.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1444.pdf,,mid_term,end_of_term
1991,10,TARUN GOGOI,INC,M,Food Processing Industries,MoS(IC),21/06/91,13/09/95,Lok Sabha,KALIABOR,10_Assam_11_0_1,Assam,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1541.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1589.pdf,,start_of_term,mid_term
2004,14,TASLIMUDDIN MOHAMMED,RJD,M,Heavy Industries and Public Enterprises,MoS,22/05/04,25/05/04,Lok Sabha,KISHANGANJ,14_Bihar_23_0_1,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1472.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1473.pdf,,start_of_term,mid_term
2004,14,TASLIMUDDIN MOHAMMED,RJD,M,"Consumer Affairs, Food and Public Distribution",MoS,25/05/04,22/05/09,Lok Sabha,KISHANGANJ,14_Bihar_23_0_1,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1473.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1454.pdf,,start_of_term,end_of_term
2004,14,TASLIMUDDIN MOHAMMED,RJD,M,Agriculture,MoS,25/05/04,22/05/09,Lok Sabha,KISHANGANJ,14_Bihar_23_0_1,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1473.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1454.pdf,,start_of_term,end_of_term
2014,16,BABUL SUPRIYO,BJP,M,Urban Development,MoS,09/11/14,12/07/16,Lok Sabha,ASANSOL,16_West_Bengal_40_0_1,West_Bengal,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_10.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_5.pdf,,mid_term,mid_term
2009,15,TUSHARBHAI CHAUDHARY,INC,M,Tribal Affairs,MoS,28/05/09,19/01/11,Lok Sabha,BARDOLI,15_Gujarat_23_0_1,Gujarat,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_935.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_924.pdf,,mid_term,mid_term
2009,15,TUSHARBHAI CHAUDHARY,INC,M,Road Transport and Highways,MoS,19/01/11,26/05/14,Lok Sabha,BARDOLI,15_Gujarat_23_0_1,Gujarat,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_924.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1444.pdf,,mid_term,end_of_term
1996,11,U. VENKATESWARLU,TDP,M,Agriculture,MoS,01/06/96,29/06/96,Lok Sabha,BAPATLA,11_Andhra_Pradesh_16_0_1,Andhra_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1612.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1614.pdf,,mid_term,mid_term
1996,11,U. VENKATESWARLU,TDP,M,Parliamentary Affairs,MoS,01/06/96,21/04/97,Lok Sabha,BAPATLA,11_Andhra_Pradesh_16_0_1,Andhra_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1612.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1622.pdf,,mid_term,mid_term
1996,11,U. VENKATESWARLU,TDP,M,Urban Affairs and Employment,MoS,29/06/96,21/04/97,Lok Sabha,BAPATLA,11_Andhra_Pradesh_16_0_1,Andhra_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1614.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1622.pdf,,mid_term,mid_term
1996,11,U. VENKATESWARLU,TDP,M,Parliamentary Affairs,MoS,21/04/97,09/06/97,Lok Sabha,BAPATLA,11_Andhra_Pradesh_16_0_1,Andhra_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1623.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1629.pdf,,mid_term,mid_term
1996,11,U. VENKATESWARLU,TDP,M,Urban Affairs and Employment,MoS,21/04/97,19/03/98,Lok Sabha,BAPATLA,11_Andhra_Pradesh_16_0_1,Andhra_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1623.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1637.pdf,,mid_term,end_of_term
1998,12,UMA BHARATI,BJP,F,Human Resource Development,MoS,19/03/98,13/10/99,Lok Sabha,KHAJURAHO,12_Madhya_Pradesh_6_0_1,Madhya_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1639.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1750.pdf,,start_of_term,end_of_term
1998,12,UMA BHARATI,BJP,F,Human Resource Development,MoS(IC),01/03/99,13/10/99,Lok Sabha,KHAJURAHO,12_Madhya_Pradesh_6_0_1,Madhya_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1650.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1750.pdf,,mid_term,end_of_term
